ProtID,experiment,Cell.membrane,Cytoplasm,Endoplasmic.reticulum,Extracellular,Golgi.apparatus,Lysosome/Vacuole,Mitochondrion,Nucleus,Peroxisome,Plastid
design_1,original features,0.123999997973442,0.5139999985694885,0.060199998319149,0.2448000013828277,0.0114000001922249,0.0252000000327825,0.2617000043392181,0.603600025177002,0.0046000001020729,0.0027000000700354
design_2,original features,0.0115999998524785,0.3630000054836273,0.0535999983549118,0.0877000018954277,0.0294000003486871,0.0333999991416931,0.1697999984025955,0.97079998254776,0.1216000020503997,0.0143999997526407
design_3,original features,0.1315000057220459,0.3251999914646148,0.17739999294281,0.3964000046253204,0.0658999979496002,0.0450000017881393,0.2723999917507171,0.83160001039505,0.0252000000327825,0.0148000000044703
design_4,original features,0.0261000003665685,0.6251000165939331,0.0573000013828277,0.2360000014305114,0.0324999988079071,0.006800000090152,0.096900001168251,0.8026000261306763,0.0930999964475631,0.0245999991893768
design_5,original features,0.0305000003427267,0.5936999917030334,0.1536000072956085,0.3170999884605407,0.1374000012874603,0.0342000015079975,0.259799987077713,0.7886999845504761,0.2813999950885772,0.0798999965190887
design_6,original features,0.0763999968767166,0.515500009059906,0.0555999986827373,0.5170999765396118,0.0559000000357627,0.0162000004202127,0.2072000056505203,0.8966000080108643,0.2718999981880188,0.0533000007271766
design_7,original features,0.0179999992251396,0.4129000008106231,0.0778999999165535,0.0825000032782554,0.0333000011742115,0.0153999999165534,0.1932999938726425,0.8835999965667725,0.0059000002220273,0.0324000008404254
design_8,original features,0.0149999996647238,0.4296999871730804,0.1118000000715255,0.0868000015616417,0.0715999975800514,0.0383000001311302,0.240799993276596,0.8867999911308289,0.0467000007629394,0.0366000011563301
design_9,original features,0.0417999997735023,0.4939999878406524,0.2750000059604645,0.1424999982118606,0.0522999987006187,0.0494000017642974,0.1913000047206878,0.7886999845504761,0.0227000005543231,0.0078999996185302
design_10,original features,0.0386999994516372,0.4706000089645386,0.2205999940633773,0.2996000051498413,0.0807000026106834,0.0540000014007091,0.2363000065088272,0.8152999877929688,0.0181000009179115,0.0785999968647956
design_11,original features,0.0238000005483627,0.4577000141143799,0.2624000012874603,0.1112999990582466,0.0553000010550022,0.0190999992191791,0.0599000006914138,0.8819000124931335,0.0493000000715255,0.0110999997705221
design_12,original features,0.0188999995589256,0.5027999877929688,0.1027999967336654,0.2348999977111816,0.0784000009298324,0.0377000011503696,0.1079000011086463,0.8647000193595886,0.0160000007599592,0.0060999998822808
design_13,original features,0.0472000017762184,0.6445000171661377,0.18019999563694,0.2813000082969665,0.1587000042200088,0.0511000007390975,0.165800005197525,0.765999972820282,0.1206000000238418,0.0166999995708465
design_14,original features,0.0178999993950128,0.2971999943256378,0.1712999939918518,0.1014999970793724,0.0219000000506639,0.0205000005662441,0.1209999993443489,0.9713000059127808,0.018300000578165,0.0185000002384185
design_15,original features,0.0171000007539987,0.5619999766349792,0.1554999947547912,0.0842999964952468,0.0505999997258186,0.0138999996706843,0.0944000035524368,0.9117000102996826,0.0553999990224838,0.0027000000700354
design_16,original features,0.0586999990046024,0.3741999864578247,0.1598999947309494,0.4034000039100647,0.0678000003099441,0.0289999991655349,0.183799996972084,0.8809000253677368,0.0217000003904104,0.0154999997466802
design_17,original features,0.0223999992012977,0.4950999915599823,0.2515999972820282,0.134100005030632,0.0844999998807907,0.0328000001609325,0.0869999974966049,0.9024999737739564,0.0303000006824731,0.015599999576807
design_18,original features,0.0427000001072883,0.4853000044822693,0.0283000003546476,0.4253999888896942,0.0085000004619359,0.0044999998062849,0.0870999991893768,0.930999994277954,0.031599998474121,0.0961000025272369
design_19,original features,0.1462000012397766,0.6938999891281128,0.1088000014424324,0.4171000123023987,0.1097000017762184,0.0399999991059303,0.2425999939441681,0.5546000003814697,0.0379000008106231,0.0122999995946884
design_20,original features,0.1284999996423721,0.2827000021934509,0.0896999984979629,0.7139000296592712,0.1339000016450882,0.0690999999642372,0.5393000245094299,0.7520999908447266,0.0763000026345253,0.0234999991953372
design_21,original features,0.0372000001370906,0.4041999876499176,0.1802999973297119,0.1879000067710876,0.0397999994456768,0.0388999991118907,0.0995000004768371,0.909500002861023,0.0066999997943639,0.0092000002041459
design_22,original features,0.0612000003457069,0.5268999934196472,0.0961000025272369,0.3082999885082245,0.0891000032424926,0.0344999991357326,0.252700001001358,0.7671999931335449,0.0816999971866607,0.0172000005841255
design_23,original features,0.0267999991774559,0.4384999871253967,0.2082999944686889,0.0744000002741813,0.0759000033140182,0.0245999991893768,0.1328999996185302,0.8708999752998352,0.0579000003635883,0.0302000008523464
design_24,original features,0.0405000001192092,0.5234000086784363,0.1103999987244606,0.1335999965667724,0.0416000001132488,0.0240000002086162,0.0666999965906143,0.8521999716758728,0.0185000002384185,0.0120999999344348
design_25,original features,0.0203000009059906,0.4514999985694885,0.1445000022649765,0.0256999991834163,0.0232999995350837,0.0335999988019466,0.121299996972084,0.8992999792098999,0.0200999993830919,0.0092000002041459
design_26,original features,0.0443999990820884,0.571399986743927,0.0854000002145767,0.179199993610382,0.0359000004827976,0.031700000166893,0.1509999930858612,0.8044000267982483,0.0586000010371208,0.0055999998003244
design_27,original features,0.0511999987065792,0.4047999978065491,0.210099995136261,0.7771000266075134,0.0715000033378601,0.0252999998629093,0.1234999969601631,0.6773999929428101,0.1108999997377395,0.0318000018596649
design_28,original features,0.032600000500679,0.5023999810218811,0.2653000056743622,0.2626999914646148,0.0881000012159347,0.0305000003427267,0.439300000667572,0.8065999746322632,0.0432999990880489,0.0551000013947486
design_29,original features,0.0172000005841255,0.4566999971866607,0.119499996304512,0.1181000024080276,0.0430999994277954,0.0140000004321336,0.1067000031471252,0.9236000180244446,0.0190999992191791,0.0189999993890523
design_30,original features,0.0575000010430812,0.4916999936103821,0.1669999957084655,0.5309000015258789,0.1733999997377395,0.0579999983310699,0.1606999933719635,0.6722999811172485,0.0705000013113021,0.1207000017166137
design_31,original features,0.0615000016987323,0.4133999943733215,0.1622000038623809,0.2732999920845032,0.0511999987065792,0.0653000026941299,0.2973999977111816,0.7886999845504761,0.0093000000342726,0.0015999999595806
design_32,original features,0.1508000046014785,0.5041999816894531,0.430400013923645,0.3619000017642975,0.1150000020861625,0.0518999993801116,0.4018999934196472,0.6068000197410583,0.0386000014841556,0.0483000017702579
design_33,original features,0.0193000007420778,0.4722999930381775,0.2456000000238418,0.1488000005483627,0.0489000007510185,0.0275999996811151,0.1525000035762787,0.9009000062942504,0.0137999998405575,0.0065999999642372
design_34,original features,0.031700000166893,0.5425999760627747,0.1299999952316284,0.2025000005960464,0.0706000030040741,0.0305000003427267,0.1638000011444091,0.838699996471405,0.0342000015079975,0.0187999997287988
design_35,original features,0.0286999996751546,0.4580000042915344,0.1639000028371811,0.1058999970555305,0.0703999996185302,0.0265999995172023,0.1186999976634979,0.8549000024795532,0.0979999974370002,0.0286999996751546
design_36,original features,0.0582999996840953,0.54830002784729,0.2818999886512756,0.2937999963760376,0.0826999992132186,0.0272000003606081,0.1879999935626983,0.7544000148773193,0.1953999996185302,0.0357000008225441
design_37,original features,0.0469000004231929,0.5404000282287598,0.1160999983549118,0.1907999962568283,0.0584000013768672,0.0285000000149011,0.1203000023961067,0.8478999733924866,0.0245999991893768,0.0485000014305114
design_38,original features,0.0516000017523765,0.3885999917984009,0.158500000834465,0.1708000004291534,0.0824000015854835,0.0348999984562397,0.2066999971866607,0.9359999895095824,0.0542000010609626,0.0586000010371208
design_39,original features,0.0355000011622905,0.3318000137805938,0.0601000003516674,0.2143999934196472,0.0271000005304813,0.0370999984443187,0.0835999995470047,0.9409000277519226,0.0225000008940696,0.0157999992370605
design_40,original features,0.0318999998271465,0.5900999903678894,0.1066000014543533,0.294400006532669,0.0653999969363212,0.0152000002562999,0.1868000030517578,0.6791999936103821,0.0850000008940696,0.0077999997884035
design_41,original features,0.1088000014424324,0.7006000280380249,0.2334000021219253,0.2052000015974044,0.2415000051259994,0.0286999996751546,0.1528999954462051,0.6080999970436096,0.0384999997913837,0.0252000000327825
design_42,original features,0.033500000834465,0.4652000069618225,0.1278000026941299,0.1363999992609024,0.0538000017404556,0.0242999996989965,0.0970000028610229,0.9318000078201294,0.0109000001102685,0.0098999999463558
design_43,original features,0.0227000005543231,0.5597000122070312,0.151199996471405,0.2912999987602234,0.0298999994993209,0.0131999999284744,0.1040999963879585,0.8626999855041504,0.0692000016570091,0.0337999984622001
design_44,original features,0.0608000010251998,0.5575000047683716,0.1265999972820282,0.2861000001430511,0.0692000016570091,0.031599998474121,0.2511000037193298,0.8122000098228455,0.0553000010550022,0.0103000001981854
design_45,original features,0.0460000000894069,0.4650999903678894,0.2639999985694885,0.2311999946832656,0.1414999961853027,0.0527999997138977,0.1425999999046325,0.8026999831199646,0.0237000007182359,0.0103000001981854
design_46,original features,0.0167999994009733,0.5806999802589417,0.2175000011920929,0.2091999948024749,0.1413999944925308,0.0627000033855438,0.2148000001907348,0.8406999707221985,0.0777999982237815,0.0203000009059906
design_47,original features,0.0237000007182359,0.5796999931335449,0.1108999997377395,0.1673000007867813,0.0445000007748603,0.0307999998331069,0.0879999995231628,0.8999999761581421,0.031700000166893,0.0467000007629394
design_48,original features,0.121799997985363,0.4968000054359436,0.4438999891281128,0.2028000056743621,0.1789000034332275,0.0907000005245208,0.260699987411499,0.5127999782562256,0.0261000003665685,0.0516999997198581
design_49,original features,0.023199999704957,0.4544999897480011,0.0590999983251094,0.2057999968528747,0.0364000014960765,0.0520999990403652,0.1150000020861625,0.8723999857902527,0.0513999983668327,0.0381999984383583
design_50,original features,0.0230000000447034,0.5073000192642212,0.0825000032782554,0.1805000007152557,0.0417000018060207,0.0221999995410442,0.1738999933004379,0.8779000043869019,0.045499999076128,0.0200999993830919
design_51,original features,0.036200001835823,0.5778999924659729,0.0401000007987022,0.3274999856948852,0.0342000015079975,0.0109999999403953,0.2117999941110611,0.8716999888420105,0.0220999997109174,0.0342999994754791
design_52,original features,0.0131000000983476,0.5634999871253967,0.2300000041723251,0.0914999991655349,0.0873000025749206,0.0227000005543231,0.1809999942779541,0.9133999943733216,0.1046999990940094,0.0138999996706843
design_53,original features,0.0175999999046325,0.4810999929904938,0.1759999990463256,0.1775999963283538,0.0540000014007091,0.0218000002205371,0.1089000031352043,0.8801000118255615,0.012699999846518,0.0027999999001622
design_54,original features,0.0167999994009733,0.4724000096321106,0.2371000051498413,0.2294999957084655,0.1260000020265579,0.0570000000298023,0.2766000032424927,0.9172000288963318,0.0168999992311,0.0412999987602233
design_55,original features,0.0320999994874,0.5685999989509583,0.2269999980926513,0.3440000116825104,0.0529999993741512,0.0281000006943941,0.2492000013589859,0.7070000171661377,0.0737999975681305,0.0364999994635582
design_56,original features,0.0546000003814697,0.4772999882698059,0.3682000041007995,0.270000010728836,0.0825000032782554,0.0403000004589557,0.1387999951839447,0.7620000243186951,0.0178999993950128,0.0152000002562999
design_57,original features,0.032600000500679,0.45210000872612,0.1120000034570694,0.1209999993443489,0.0373000018298625,0.024100000038743,0.1703999936580658,0.891700029373169,0.0228000003844499,0.0275999996811151
design_58,original features,0.0842999964952468,0.5906000137329102,0.4492000043392181,0.5415999889373779,0.2883999943733215,0.0405000001192092,0.2469999939203262,0.6794999837875366,0.1074000000953674,0.0627000033855438
design_59,original features,0.0436999984085559,0.503600001335144,0.0966999977827072,0.1048000007867813,0.0406999997794628,0.0388000011444091,0.1553999930620193,0.8406000137329102,0.0116999996826052,0.0051000001840293
design_60,original features,0.0458000004291534,0.4077999889850616,0.155699998140335,0.1668999940156936,0.1033999994397163,0.0441000014543533,0.1791000068187713,0.8342000246047974,0.362199991941452,0.0844999998807907
design_61,original features,0.015599999576807,0.4778000116348266,0.1032999977469444,0.1115999966859817,0.0722000002861023,0.0480000004172325,0.1781000047922134,0.921999990940094,0.0535999983549118,0.0113000003620982
design_62,original features,0.0504000000655651,0.5748000144958496,0.3605000078678131,0.2939999997615814,0.0794999971985817,0.0428999997675418,0.3210000097751617,0.8217999935150146,0.0115999998524785,0.0082999998703598
design_63,original features,0.0318999998271465,0.4672000110149383,0.0962999984622001,0.1274999976158142,0.0425000004470348,0.0414999984204769,0.190200001001358,0.8227999806404114,0.1435000002384185,0.0687000006437301
design_64,original features,0.018300000578165,0.5232999920845032,0.2714999914169311,0.1532000005245208,0.0430999994277954,0.0132999997586011,0.0540999993681907,0.829800009727478,0.0441000014543533,0.0288999993354082
design_65,original features,0.0240000002086162,0.4607999920845032,0.099600002169609,0.128600001335144,0.046399999409914,0.0216000005602836,0.1026000007987022,0.9369000196456908,0.0439000017940998,0.0207000002264976
design_66,original features,0.0284000001847744,0.5771999955177307,0.326200008392334,0.3427000045776367,0.1221000030636787,0.0361000001430511,0.2804000079631805,0.766700029373169,0.0335999988019466,0.0287999995052814
design_67,original features,0.0395000018179416,0.5023000240325928,0.2120999991893768,0.1145000010728836,0.0604999996721744,0.0392000004649162,0.1008000001311302,0.8920999765396118,0.0166999995708465,0.0383000001311302
design_68,original features,0.0243999995291233,0.4729999899864197,0.1435000002384185,0.1453000009059906,0.0485000014305114,0.0238000005483627,0.0971999987959861,0.9162999987602234,0.0109000001102685,0.0052999998442828
design_69,original features,0.0216000005602836,0.4819999933242798,0.1177000030875206,0.0832000002264976,0.0318000018596649,0.0355000011622905,0.0914999991655349,0.9286999702453612,0.0087000001221895,0.0059000002220273
design_70,original features,0.0895000025629997,0.5336999893188477,0.4830999970436096,0.3341000080108642,0.1358000040054321,0.0644999966025352,0.3607999980449676,0.5475000143051147,0.0351000018417835,0.016499999910593
design_71,original features,0.050900001078844,0.5591999888420105,0.1307999938726425,0.2808000147342682,0.0698999986052513,0.0209999997168779,0.1407999992370605,0.8996000289916992,0.0571999996900558,0.0121999997645616
design_72,original features,0.0219000000506639,0.4440000057220459,0.062399998307228,0.3113999962806701,0.0820000022649765,0.0248000007122755,0.1900999993085861,0.886900007724762,0.0322000011801719,0.0288999993354082
design_73,original features,0.0377999991178512,0.436599999666214,0.0910999998450279,0.1941999942064285,0.0476000010967254,0.0370000004768371,0.1397999972105026,0.8773999810218811,0.0261000003665685,0.0258000008761882
design_74,original features,0.0144999995827674,0.5281000137329102,0.2786999940872192,0.1615999937057495,0.1644999980926513,0.031599998474121,0.3702000081539154,0.8289999961853027,0.0780000016093254,0.0205000005662441
design_75,original features,0.0212999992072582,0.4688000082969665,0.0976999998092651,0.1450999975204467,0.0733999982476234,0.0247000008821487,0.1102999970316886,0.929099977016449,0.0509999990463256,0.0188999995589256
design_76,original features,0.0355000011622905,0.3869000077247619,0.0483000017702579,0.1986999958753585,0.0219999998807907,0.0362999998033046,0.2214999943971634,0.9283999800682068,0.0524000003933906,0.0351000018417835
design_77,original features,0.1129999980330467,0.5038999915122986,0.1278000026941299,0.5462999939918518,0.1586000025272369,0.0522999987006187,0.3048000037670135,0.6309000253677368,0.0810000002384185,0.0151000004261732
design_78,original features,0.0879999995231628,0.3808999955654144,0.2827999889850616,0.5131000280380249,0.0724000036716461,0.0606999993324279,0.1143999993801117,0.7283999919891357,0.048700001090765,0.0109000001102685
design_79,original features,0.0821999981999397,0.5091999769210815,0.2851000130176544,0.1867000013589859,0.0772999972105026,0.0397999994456768,0.0810000002384185,0.7989000082015991,0.0306000001728534,0.0153999999165534
design_80,original features,0.0427000001072883,0.5504000186920166,0.130400002002716,0.3858000040054321,0.0447999984025955,0.0195000004023313,0.1119000017642974,0.8791999816894531,0.1096000000834465,0.0263999998569488
design_81,original features,0.049100000411272,0.4169999957084656,0.0777999982237815,0.5289999842643738,0.0681999996304512,0.0496999993920326,0.3470999896526336,0.7789999842643738,0.048599999397993,0.047699999064207
design_82,original features,0.0277999993413686,0.4325999915599823,0.1261000037193298,0.157600000500679,0.0912000015377998,0.0793000012636184,0.4760999977588653,0.8672999739646912,0.0115000000223517,0.0450999997556209
design_83,original features,0.0173000004142522,0.6032999753952026,0.1597000062465667,0.2680999934673309,0.0786999985575676,0.0372000001370906,0.2389000058174133,0.8758000135421753,0.0274999998509883,0.0351999998092651
design_84,original features,0.0331999994814395,0.4744000136852264,0.1024999991059303,0.2248000055551529,0.0230999998748302,0.0331999994814395,0.1591999977827072,0.8131999969482422,0.0052000000141561,0.001300000003539
design_85,original features,0.0344999991357326,0.61080002784729,0.166700005531311,0.3488000035285949,0.1440999954938888,0.0274000000208616,0.2474000006914138,0.7803000211715698,0.0631000027060508,0.0122999995946884
design_86,original features,0.012699999846518,0.3310000002384186,0.1260000020265579,0.3693999946117401,0.0694999992847442,0.0322000011801719,0.1605000048875808,0.9366000294685364,0.0976999998092651,0.0307999998331069
design_87,original features,0.0573000013828277,0.5871999859809875,0.1896000057458877,0.2083999961614608,0.0524000003933906,0.0381000004708766,0.2135999947786331,0.7458000183105469,0.0465999990701675,0.0085000004619359
design_88,original features,0.0595999993383884,0.5257999897003174,0.2504000067710876,0.555899977684021,0.0551000013947486,0.0119000002741813,0.1878000050783157,0.5716000199317932,0.0197000000625848,0.0185000002384185
design_89,original features,0.0590999983251094,0.4826000034809112,0.1456000059843063,0.2687999904155731,0.0834000036120414,0.0469000004231929,0.2443999946117401,0.8475000262260437,0.1121999993920326,0.0070000002160668
design_90,original features,0.0775000005960464,0.435699999332428,0.1396999955177307,0.1534000039100647,0.0786999985575676,0.0245999991893768,0.2487999945878982,0.8694999814033508,0.2039999961853027,0.0504000000655651
design_91,original features,0.0658999979496002,0.5304999947547913,0.124499998986721,0.1969999969005584,0.0351999998092651,0.0162000004202127,0.096400000154972,0.8708000183105469,0.0518999993801116,0.0113000003620982
design_92,original features,0.0421000011265277,0.5733000040054321,0.1017000004649162,0.1853999942541122,0.0905999988317489,0.0350000001490116,0.1115999966859817,0.8671000003814697,0.050500001758337,0.0197000000625848
design_93,original features,0.0406999997794628,0.534600019454956,0.2551999986171722,0.1987999975681305,0.096000000834465,0.0196000002324581,0.2825999855995178,0.8736000061035156,0.060199998319149,0.0322000011801719
design_94,original features,0.0171000007539987,0.5157999992370605,0.1886000037193298,0.1240999996662139,0.0658999979496002,0.0308999996632337,0.2083999961614608,0.8682000041007996,0.0546999983489513,0.0195000004023313
design_95,original features,0.0262000001966953,0.4862000048160553,0.2187000066041946,0.1062999963760376,0.1251000016927719,0.0653000026941299,0.1887000054121017,0.8711000084877014,0.0764999985694885,0.0299999993294477
design_96,original features,0.0132999997586011,0.4997999966144562,0.2712999880313873,0.1697999984025955,0.0943000018596649,0.0553999990224838,0.1413999944925308,0.7973999977111816,0.093699999153614,0.0265999995172023
design_97,original features,0.1257999986410141,0.5841000080108643,0.2354000061750412,0.3763000071048736,0.065700002014637,0.0255999993532896,0.2675000131130218,0.628600001335144,0.0168999992311,0.010700000450015
design_98,original features,0.0214000009000301,0.4357999861240387,0.0603000000119209,0.2847999930381775,0.0653000026941299,0.0489999987185001,0.2542000114917755,0.8762000203132629,0.0102000003680586,0.0241999998688697
design_99,original features,0.0258000008761882,0.4699999988079071,0.1932000070810318,0.0386000014841556,0.0829999968409538,0.0364000014960765,0.1894000023603439,0.911400020122528,0.098300002515316,0.0469999983906745
design_100,original features,0.0353999994695186,0.4769000113010406,0.1442999988794326,0.307200014591217,0.0811000019311904,0.0694999992847442,0.2870000004768371,0.8170999884605408,0.0236000008881092,0.0729999989271164
