seqid,srpipi,lrpipi,Water,Carbon,ssH,ssE,disL,disS,srELEC,lrELEC,sr_hb,lr_hb,srCATPI,lrCATPI,larkSIM,larkFAR
A0A024R2Q3_HUMAN_nonidr_1,0.10848577235772358,0.10429369918699187,5.341798215511325,16.58579272477694,0.4485794317727091,0.7624266578102513,0.07429322813938198,0.225290379136533,0.6394410996251279,-0.3925619834710744,0.34295136026380874,0.42044517724649627,-0.036529928954460084,-0.08958270952990173,0.21603835978835978,0.18206675466716954
A0A024R2Q3_HUMAN_nonidr_2,0.20739503285443814,0.3513962936931068,7.032295030732368,20.36555149919205,0.8648447133721431,0.78756339048539,0.18383070768170595,0.6323189926547744,0.5941215034965035,-0.043343709362440586,0.939987045537751,0.7516470493172085,0.10365614798694232,0.020666618604762935,0.23895508066289506,0.7679859421696431
A0A024R2Q3_HUMAN_nonidr_3,0.17030668253176218,0.3423543274164734,7.035102850489456,20.98032077142576,0.7318600108263316,0.7631377241031202,0.24238103724826235,0.6190433854907539,0.6973001285653064,-0.03269098417068135,0.5322890904094532,0.648638895237637,0.012213754342567162,-0.00793147856661011,0.24391447368421051,0.5776531638986557
A0A024R2Q3_HUMAN_nonidr_4,0.17986044820219102,0.24881812809673168,7.205893208661418,20.21041608489249,0.8008754937231125,0.7495346299505745,0.09861450692746536,0.5063152337245664,0.5941429261722887,-0.06953650543330951,0.6558786460208859,0.663118160723404,0.10042518728487548,0.012686579923743738,0.24279318840692352,0.639001160849708
A0A024R2Q3_HUMAN_nonidr_5,0.1455289304500292,0.3103448275862069,6.436395759717315,19.691768131286395,0.46495362627337694,0.3987025273685633,0.13196480938416422,0.4413489736070381,0.19998366813653437,-0.13963591228796027,0.44828147023744985,0.31634746922024626,0.08678304239401496,-0.020947630922693267,0.22534687809712586,0.3127413127413127
A0A024R2Q3_HUMAN_nonidr_6,0.10182328190743338,0.07629733520336605,5.940609951845907,14.506078431372549,0.426056338028169,0.10319609967497291,0.1202501954652072,0.3550430023455825,0.3782608695652174,-0.19130434782608696,0.4464438731790917,0.25628228701514755,0.016713091922005572,0.05129990714948932,0.15897435897435896,0.3674738459287439
NBDY_HUMAN_nonidr_0,0.3833870967741935,0.47870967741935483,7.38800480939246,19.25409260991581,0.6056599534834549,0.44244006782764406,0.4648065219887473,0.5677777777777778,0.9162016427362217,-0.03349514563106796,0.6070203467882148,0.8124738590232501,0.19318637274549097,0.011651512646718466,0.29222603808929126,0.4117720060278344
RCCD1_HUMAN_nonidr_0,0.22467771639042358,0.44795377948964854,6.7222593264001524,20.775706503234595,0.7947898053230509,0.44404808783674227,0.22897320244096578,0.5677242411020382,0.4821882951653944,-0.08634972759161132,0.29071519647617944,0.6296844816484224,0.02997154366384567,0.005901414193437628,0.26382449935477703,0.5475315576033357
RCCD1_HUMAN_nonidr_1,0.17045258991567716,0.47354004601731126,6.9870030581039755,19.68883164512749,0.38778900733767135,0.5570491157349174,0.1355635727560949,0.4868469350299768,0.44421603738738014,-0.19547457543199484,0.41489234449760765,0.6496540362438221,-0.008900712713896279,-0.02620572474186381,0.2325253553667228,0.34355470377468544
RCCD1_HUMAN_nonidr_2,0.16282502554785966,0.40672192574088795,7.032926829268293,20.512176414189838,0.7941488555403972,0.43622790918276866,0.23199666990425974,0.564680289021832,0.30392263392372054,-0.06245912361020275,0.5479843025330003,0.5953469261979354,0.02503044034463094,0.01186788119788536,0.274795943606233,0.6860485615834602
RCCD1_HUMAN_nonidr_3,0.10746290056634884,0.22546419098143236,6.846876276031033,16.230518303733238,0.7819895650168631,0.14817001180637543,0.11254752851711027,0.43954372623574145,-0.056912659638296045,-0.09928263315828957,0.431437125748503,0.5809354437133203,0.026837324525185797,0.010027132240179308,0.22401284109149278,0.5530744577774466
RCCD1_HUMAN_nonidr_4,0.2166752444673186,0.27289214344374485,7.3590484282073065,20.91649312786339,0.5992596885457366,0.3273450091329107,0.24334549385218213,0.4588569112282124,0.4627772395192333,-0.08448729184925503,0.4356908488086444,0.7077097505668934,0.02267716535433071,-0.08139110881521772,0.23201022768781202,0.3909570817057495
RCCD1_HUMAN_nonidr_5,0.16380826737027265,0.20328670533378823,6.495187304890739,17.331878698224852,0.8688660477453581,0.4632555637732804,0.08054750681139991,0.3938502789430437,0.27680525164113784,-0.07383853815089826,0.4430307027809102,0.48653827728274407,0.017836188688101384,0.0005654509471303364,0.17868409193330329,0.7259124967011279
RCCD1_HUMAN_nonidr_6,0.3044631020768891,0.5560554255893467,6.4595676541232985,20.623944742901,0.7941488555403972,0.7484624553039333,0.14754914157750684,0.5491973132621951,0.7329244249726178,-0.08654298898201337,0.6346177221344353,0.5001502629601803,0.021205906480721903,0.028433836265155533,0.2709787415419042,0.5951252538930264
RCCD1_HUMAN_nonidr_7,0.12509803921568627,0.2874509803921569,5.589123867069486,18.75226586102719,0.7254024785730832,0.23426352388693217,0.21683440073193047,0.5147275405007363,0.42929182196886645,-0.09205234237806605,0.39571092831962396,0.3478995299647474,-0.008542071984435797,-0.046206225680933855,0.24442877291960508,0.5066917853918914
RCCD1_HUMAN_nonidr_8,0.13984943218068138,0.45588235294117646,6.707320385712346,20.075743665075283,0.4407218121017099,0.38482736261954936,0.17110266159695817,0.4301548606604816,0.3901673640167364,-0.20761037622401649,0.5331404523934771,0.6415368365460787,-0.005936495833560263,0.017972877294265017,0.22878929901451625,0.3409245036037031
RCCD1_HUMAN_nonidr_9,0.2589895821664613,0.46633807550128825,6.369659326181066,20.74622722454954,0.6513218188227,0.6591115140525838,0.19215392303848075,0.589204969489442,0.5266715650257164,-0.10626326963906582,0.48698903800840077,0.5680002048970393,0.007684702498651806,-0.001707711666367068,0.32094751509521596,0.4937388793769094
MEI4_HUMAN_nonidr_0,0.16719903073025663,0.36567903954179976,6.672379843026319,22.301379310344828,0.7960661790811617,0.5065760631302061,0.06853418322110662,0.2568616854859353,0.2658160552897395,-0.07594692865226708,0.5260698657568791,0.597167797205632,0.01638956740997557,-0.016674880893707902,0.15083852419741256,0.745035332955073
MEI4_HUMAN_nonidr_1,0.14590838908903758,0.3638928067700987,6.3512261054257575,21.339471577261808,0.5251309641795271,0.26850740296118447,0.10113505063549243,0.3226259891711787,0.11516314779270634,-0.18397869289080107,0.5091103965702036,0.3790523690773067,-0.05218068535825545,-0.05685358255451713,0.1504555528195026,0.3270289158731545
MEI4_HUMAN_nonidr_2,0.15686008676789587,0.2925704989154013,6.665998281294758,17.748262830671706,0.8165571291338133,0.3895005749619561,0.15741139331324436,0.510690199454728,0.38059037052256695,-0.05621480400013173,0.4558317698561601,0.6231400914470968,0.010014120396669534,0.0010944910616563297,0.25138982330654014,0.674706119310067
MEI4_HUMAN_nonidr_3,0.2183443899625036,0.23882319007787714,6.647955671806168,20.682493048633336,0.870701062215478,0.3418459358495427,0.3544536271808999,0.5778688524590164,0.49888686500708357,-0.06473364801078894,0.548099120423132,0.6875562011482327,0.020575724601839946,0.029577604115144922,0.2869418078946673,0.752836474617338
MEI4_HUMAN_nonidr_4,0.23107661154235573,0.39999232186732187,7.234693264435498,22.607461809635723,0.8957104577430999,0.5533944668946223,0.34387229261110464,0.5253412424009045,0.5362530698163958,-0.061225207483471655,0.6003086419753086,0.7030800591996873,0.2948953597110703,0.041112993846428254,0.24020054694621695,0.79155726804651
